Auction_id,Auction_Desc,round_num,bip_name,bip_desc,price,prov_winner,pw_bid_rnd_num,prev_prov_winner,prev_pw_bid_rnd_num
66,Advanced Wireless Services,161,AW-BEA014-B,Salisbury MD-DE-VA,246000,SpectrumCo LLC,40,SpectrumCo LLC,40
66,Advanced Wireless Services,161,AW-BEA014-C,Salisbury MD-DE-VA,109000,AWS Wireless Inc.,62,AWS Wireless Inc.,62
66,Advanced Wireless Services,161,AW-BEA015-B,Richmond-Petersburg VA,8842000,SpectrumCo LLC,37,SpectrumCo LLC,37
66,Advanced Wireless Services,161,AW-BEA015-C,Richmond-Petersburg VA,4213000,"Cingular AWS, LLC",66,"Cingular AWS, LLC",66
66,Advanced Wireless Services,161,AW-BEA016-B,Staunton VA-WV,200000,SpectrumCo LLC,31,SpectrumCo LLC,31
66,Advanced Wireless Services,161,AW-BEA016-C,Staunton VA-WV,113000,AWS Wireless Inc.,56,AWS Wireless Inc.,56
66,Advanced Wireless Services,161,AW-BEA017-B,Roanoke VA-NC-WV,1221000,SpectrumCo LLC,35,SpectrumCo LLC,35
66,Advanced Wireless Services,161,AW-BEA017-C,Roanoke VA-NC-WV,951000,AWS Wireless Inc.,94,AWS Wireless Inc.,94
66,Advanced Wireless Services,161,AW-BEA018-B,Greensboro-Winston-Salem NC-VA,13986000,SpectrumCo LLC,37,SpectrumCo LLC,37
66,Advanced Wireless Services,161,AW-BEA018-C,Greensboro-Winston-Salem NC-VA,9638000,"Cricket Licensee (Reauction), Inc.",50,"Cricket Licensee (Reauction), Inc.",50
66,Advanced Wireless Services,161,AW-BEA019-B,Raleigh-Durham-Chapel Hill NC,10519000,SpectrumCo LLC,48,SpectrumCo LLC,48
66,Advanced Wireless Services,161,AW-BEA019-C,Raleigh-Durham-Chapel Hill NC,7463000,"Cricket Licensee (Reauction), Inc.",46,"Cricket Licensee (Reauction), Inc.",46
66,Advanced Wireless Services,161,AW-BEA020-B,Norfolk-Virginia Beach VA-NC,28628000,SpectrumCo LLC,48,SpectrumCo LLC,48
66,Advanced Wireless Services,161,AW-BEA020-C,Norfolk-Virginia Beach VA-NC,7025000,"Cricket Licensee (Reauction), Inc.",56,"Cricket Licensee (Reauction), Inc.",56
66,Advanced Wireless Services,161,AW-BEA021-B,Greenville NC,706000,SpectrumCo LLC,88,SpectrumCo LLC,88
66,Advanced Wireless Services,161,AW-BEA021-C,Greenville NC,422000,AWS Wireless Inc.,61,AWS Wireless Inc.,61
66,Advanced Wireless Services,161,AW-BEA022-B,Fayetteville NC,438000,"Cingular AWS, LLC",22,"Cingular AWS, LLC",22
66,Advanced Wireless Services,161,AW-BEA022-C,Fayetteville NC,293000,AWS Wireless Inc.,61,AWS Wireless Inc.,61
66,Advanced Wireless Services,161,AW-BEA023-B,Charlotte-Gastonia NC-SC,13690000,SpectrumCo LLC,46,SpectrumCo LLC,46
66,Advanced Wireless Services,161,AW-BEA023-C,Charlotte-Gastonia NC-SC,8318000,"Cricket Licensee (Reauction), Inc.",50,"Cricket Licensee (Reauction), Inc.",50
66,Advanced Wireless Services,161,AW-BEA024-B,Columbia SC,5034000,SpectrumCo LLC,46,SpectrumCo LLC,46
66,Advanced Wireless Services,161,AW-BEA024-C,Columbia SC,2402000,AWS Wireless Inc.,50,AWS Wireless Inc.,50
66,Advanced Wireless Services,161,AW-BEA025-B,Wilmington NC-SC,7658000,SpectrumCo LLC,121,SpectrumCo LLC,121
66,Advanced Wireless Services,161,AW-BEA025-C,Wilmington NC-SC,1362000,AWS Wireless Inc.,131,AWS Wireless Inc.,131
66,Advanced Wireless Services,161,AW-BEA026-B,Charleston-North Charleston SC,3067000,SpectrumCo LLC,58,SpectrumCo LLC,58
66,Advanced Wireless Services,161,AW-BEA026-C,Charleston-North Charleston SC,1796000,"Cricket Licensee (Reauction), Inc.",76,"Cricket Licensee (Reauction), Inc.",76
66,Advanced Wireless Services,161,AW-BEA027-B,Augusta-Aiken GA-SC,656000,SpectrumCo LLC,28,SpectrumCo LLC,28
66,Advanced Wireless Services,161,AW-BEA027-C,Augusta-Aiken GA-SC,475000,AWS Wireless Inc.,61,AWS Wireless Inc.,61
66,Advanced Wireless Services,161,AW-BEA028-B,Savannah GA-SC,1502000,SpectrumCo LLC,73,SpectrumCo LLC,73
66,Advanced Wireless Services,161,AW-BEA028-C,Savannah GA-SC,1500000,AWS Wireless Inc.,81,AWS Wireless Inc.,81
66,Advanced Wireless Services,161,AW-BEA029-B,Jacksonville FL-GA,13555000,SpectrumCo LLC,40,SpectrumCo LLC,40
66,Advanced Wireless Services,161,AW-BEA029-C,Jacksonville FL-GA,5565000,T-Mobile License LLC,42,T-Mobile License LLC,42
66,Advanced Wireless Services,161,AW-BEA030-B,Orlando FL,27191000,SpectrumCo LLC,37,SpectrumCo LLC,37
66,Advanced Wireless Services,161,AW-BEA030-C,Orlando FL,16098000,"Cingular AWS, LLC",38,"Cingular AWS, LLC",38
66,Advanced Wireless Services,161,AW-BEA031-B,Miami-Fort Lauderdale FL,61055000,SpectrumCo LLC,36,SpectrumCo LLC,36
66,Advanced Wireless Services,161,AW-BEA031-C,Miami-Fort Lauderdale FL,21314000,"Cingular AWS, LLC",37,"Cingular AWS, LLC",37
66,Advanced Wireless Services,161,AW-BEA032-B,Fort Myers-Cape Coral FL,1765000,SpectrumCo LLC,61,SpectrumCo LLC,61
66,Advanced Wireless Services,161,AW-BEA032-C,Fort Myers-Cape Coral FL,1109000,AWS Wireless Inc.,119,AWS Wireless Inc.,119
66,Advanced Wireless Services,161,AW-BEA033-B,Sarasota-Bradenton FL,2194000,SpectrumCo LLC,52,SpectrumCo LLC,52
66,Advanced Wireless Services,161,AW-BEA033-C,Sarasota-Bradenton FL,1807000,AWS Wireless Inc.,77,AWS Wireless Inc.,77
66,Advanced Wireless Services,161,AW-BEA034-B,Tampa-St. Petersburg FL,28522000,SpectrumCo LLC,87,SpectrumCo LLC,87
66,Advanced Wireless Services,161,AW-BEA034-C,Tampa-St. Petersburg FL,25888000,"Cingular AWS, LLC",90,"Cingular AWS, LLC",90
66,Advanced Wireless Services,161,AW-BEA035-B,Tallahassee FL-GA,1781000,SpectrumCo LLC,84,SpectrumCo LLC,84
66,Advanced Wireless Services,161,AW-BEA035-C,Tallahassee FL-GA,1435000,"Cavalier Wireless, LLC",81,"Cavalier Wireless, LLC",81
66,Advanced Wireless Services,161,AW-BEA036-B,Dothan AL-FL-GA,605000,SpectrumCo LLC,37,SpectrumCo LLC,37
66,Advanced Wireless Services,161,AW-BEA036-C,Dothan AL-FL-GA,316000,AWS Wireless Inc.,72,AWS Wireless Inc.,72
66,Advanced Wireless Services,161,AW-BEA037-B,Albany GA,855000,SpectrumCo LLC,36,SpectrumCo LLC,36
66,Advanced Wireless Services,161,AW-BEA037-C,Albany GA,581000,AWS Wireless Inc.,53,AWS Wireless Inc.,53
66,Advanced Wireless Services,161,AW-BEA038-B,Macon GA,1752000,SpectrumCo LLC,33,SpectrumCo LLC,33
66,Advanced Wireless Services,161,AW-BEA038-C,Macon GA,1008000,AWS Wireless Inc.,44,AWS Wireless Inc.,44
66,Advanced Wireless Services,161,AW-BEA039-B,Columbus GA-AL,1140000,"Cellular South Licenses, Inc.",81,"Cellular South Licenses, Inc.",81
66,Advanced Wireless Services,161,AW-BEA039-C,Columbus GA-AL,1175000,"Cricket Licensee (Reauction), Inc.",82,"Cricket Licensee (Reauction), Inc.",82
66,Advanced Wireless Services,161,AW-BEA040-B,Atlanta GA-AL-NC,35313000,SpectrumCo LLC,22,SpectrumCo LLC,22
66,Advanced Wireless Services,161,AW-BEA040-C,Atlanta GA-AL-NC,22651000,"Cingular AWS, LLC",34,"Cingular AWS, LLC",34
66,Advanced Wireless Services,161,AW-BEA041-B,Greenville-Spartanburg SC-NC,5247000,"Cricket Licensee (Reauction), Inc.",90,"Cricket Licensee (Reauction), Inc.",90
66,Advanced Wireless Services,161,AW-BEA041-C,Greenville-Spartanburg SC-NC,2285000,AWS Wireless Inc.,67,AWS Wireless Inc.,67
66,Advanced Wireless Services,161,AW-BEA042-B,Asheville NC,3366000,SpectrumCo LLC,56,SpectrumCo LLC,56
66,Advanced Wireless Services,161,AW-BEA042-C,Asheville NC,942000,AWS Wireless Inc.,67,AWS Wireless Inc.,67
66,Advanced Wireless Services,161,AW-BEA043-B,Chattanooga TN-GA,1289000,SpectrumCo LLC,57,SpectrumCo LLC,57
66,Advanced Wireless Services,161,AW-BEA043-C,Chattanooga TN-GA,1191000,"Cricket Licensee (Reauction), Inc.",58,"Cricket Licensee (Reauction), Inc.",58
66,Advanced Wireless Services,161,AW-BEA044-B,Knoxville TN,4595000,SpectrumCo LLC,56,SpectrumCo LLC,56
66,Advanced Wireless Services,161,AW-BEA044-C,Knoxville TN,2606000,"Cricket Licensee (Reauction), Inc.",59,"Cricket Licensee (Reauction), Inc.",59
66,Advanced Wireless Services,161,AW-BEA045-B,Johnson City-Kingsport TN-VA,4361000,SpectrumCo LLC,53,SpectrumCo LLC,53
66,Advanced Wireless Services,161,AW-BEA045-C,Johnson City-Kingsport TN-VA,1363000,AWS Wireless Inc.,56,AWS Wireless Inc.,56
66,Advanced Wireless Services,161,AW-BEA046-B,Hickory-Morganton NC-TN,1085000,SpectrumCo LLC,48,SpectrumCo LLC,48
66,Advanced Wireless Services,161,AW-BEA046-C,Hickory-Morganton NC-TN,601000,AWS Wireless Inc.,66,AWS Wireless Inc.,66
66,Advanced Wireless Services,161,AW-BEA047-B,Lexington KY-TN-VA-WV,9214000,SpectrumCo LLC,53,SpectrumCo LLC,53
66,Advanced Wireless Services,161,AW-BEA047-C,Lexington KY-TN-VA-WV,5075000,"Cricket Licensee (Reauction), Inc.",80,"Cricket Licensee (Reauction), Inc.",80
66,Advanced Wireless Services,161,AW-BEA048-B,Charleston WV-KY-OH,3370000,SpectrumCo LLC,53,SpectrumCo LLC,53
66,Advanced Wireless Services,161,AW-BEA048-C,Charleston WV-KY-OH,1723000,AWS Wireless Inc.,68,AWS Wireless Inc.,68
66,Advanced Wireless Services,161,AW-BEA049-B,Cincinnati-Hamilton OH-KY-IN,21894000,"Cingular AWS, LLC",44,"Cingular AWS, LLC",44
66,Advanced Wireless Services,161,AW-BEA049-C,Cincinnati-Hamilton OH-KY-IN,6833000,"Atlantic Wireless, L.P.",45,"Atlantic Wireless, L.P.",45
66,Advanced Wireless Services,161,AW-BEA050-B,Dayton-Springfield OH,6644000,SpectrumCo LLC,73,SpectrumCo LLC,73
66,Advanced Wireless Services,161,AW-BEA050-C,Dayton-Springfield OH,5430000,"Cingular AWS, LLC",68,"Cingular AWS, LLC",68
66,Advanced Wireless Services,161,AW-BEA051-B,Columbus OH,12431000,SpectrumCo LLC,39,SpectrumCo LLC,39
66,Advanced Wireless Services,161,AW-BEA051-C,Columbus OH,7945000,"Atlantic Wireless, L.P.",46,"Atlantic Wireless, L.P.",46
66,Advanced Wireless Services,161,AW-BEA052-B,Wheeling WV-OH,311000,SpectrumCo LLC,31,SpectrumCo LLC,31
66,Advanced Wireless Services,161,AW-BEA052-C,Wheeling WV-OH,208000,AWS Wireless Inc.,52,AWS Wireless Inc.,52
66,Advanced Wireless Services,161,AW-BEA053-B,Pittsburgh PA-WV,14822000,SpectrumCo LLC,44,SpectrumCo LLC,44
66,Advanced Wireless Services,161,AW-BEA053-C,Pittsburgh PA-WV,8173000,"Atlantic Wireless, L.P.",36,"Atlantic Wireless, L.P.",36
66,Advanced Wireless Services,161,AW-BEA054-B,Erie PA,520000,SpectrumCo LLC,35,SpectrumCo LLC,35
66,Advanced Wireless Services,161,AW-BEA054-C,Erie PA,212000,American Cellular Corporation,50,American Cellular Corporation,50
66,Advanced Wireless Services,161,AW-BEA055-B,Cleveland-Akron OH-PA,16006000,SpectrumCo LLC,32,SpectrumCo LLC,32
66,Advanced Wireless Services,161,AW-BEA055-C,Cleveland-Akron OH-PA,10197000,"Atlantic Wireless, L.P.",47,"Atlantic Wireless, L.P.",47
66,Advanced Wireless Services,161,AW-BEA056-B,Toledo OH,1663000,SpectrumCo LLC,36,SpectrumCo LLC,36
66,Advanced Wireless Services,161,AW-BEA056-C,Toledo OH,1929000,"Atlantic Wireless, L.P.",58,"Atlantic Wireless, L.P.",58
66,Advanced Wireless Services,161,AW-BEA057-B,Detroit-Ann Arbor-Flint MI,78988000,SpectrumCo LLC,50,SpectrumCo LLC,50
66,Advanced Wireless Services,161,AW-BEA057-C,Detroit-Ann Arbor-Flint MI,50317000,"MetroPCS AWS, LLC",46,"MetroPCS AWS, LLC",46
66,Advanced Wireless Services,161,AW-BEA058-B,Northern Michigan MI,162000,American Cellular Corporation,24,American Cellular Corporation,24
66,Advanced Wireless Services,161,AW-BEA058-C,Northern Michigan MI,85000,"NSIGHTTEL WIRELESS, LLC",52,"NSIGHTTEL WIRELESS, LLC",52
66,Advanced Wireless Services,161,AW-BEA059-B,Green Bay WI-MI,1217000,"Cingular AWS, LLC",51,"Cingular AWS, LLC",51
66,Advanced Wireless Services,161,AW-BEA059-C,Green Bay WI-MI,984000,Wittenberg Telephone Company,53,Wittenberg Telephone Company,53
66,Advanced Wireless Services,161,AW-BEA060-B,Appleton-Oshkosh-Neenah WI,929000,"Cingular AWS, LLC",61,"Cingular AWS, LLC",61
66,Advanced Wireless Services,161,AW-BEA060-C,Appleton-Oshkosh-Neenah WI,683000,T-Mobile License LLC,66,T-Mobile License LLC,66
66,Advanced Wireless Services,161,AW-BEA061-B,Traverse City MI,195000,American Cellular Corporation,40,American Cellular Corporation,40
66,Advanced Wireless Services,161,AW-BEA061-C,Traverse City MI,86000,"NSIGHTTEL WIRELESS, LLC",37,"NSIGHTTEL WIRELESS, LLC",37
66,Advanced Wireless Services,161,AW-BEA062-B,Grand Rapids-Muskegon MI,9348000,SpectrumCo LLC,48,SpectrumCo LLC,48
66,Advanced Wireless Services,161,AW-BEA062-C,Grand Rapids-Muskegon MI,7920000,"MetroPCS AWS, LLC",95,"MetroPCS AWS, LLC",95
66,Advanced Wireless Services,161,AW-BEA063-B,Milwaukee-Racine WI,22390000,SpectrumCo LLC,55,SpectrumCo LLC,55
66,Advanced Wireless Services,161,AW-BEA063-C,Milwaukee-Racine WI,15822000,"Cricket Licensee (Reauction), Inc.",61,"Cricket Licensee (Reauction), Inc.",61
66,Advanced Wireless Services,161,AW-BEA064-B,Chicago-Gary-Kenosha IL-IN-WI,228041000,SpectrumCo LLC,43,SpectrumCo LLC,43
66,Advanced Wireless Services,161,AW-BEA064-C,Chicago-Gary-Kenosha IL-IN-WI,162082000,"Cingular AWS, LLC",53,"Cingular AWS, LLC",53
66,Advanced Wireless Services,161,AW-BEA065-B,Elkhart-Goshen IN-MI,930000,SpectrumCo LLC,80,SpectrumCo LLC,80
66,Advanced Wireless Services,161,AW-BEA065-C,Elkhart-Goshen IN-MI,455000,"Atlantic Wireless, L.P.",46,"Atlantic Wireless, L.P.",46
66,Advanced Wireless Services,161,AW-BEA066-B,Fort Wayne IN,1308000,SpectrumCo LLC,80,SpectrumCo LLC,80
66,Advanced Wireless Services,161,AW-BEA066-C,Fort Wayne IN,327000,"Atlantic Wireless, L.P.",46,"Atlantic Wireless, L.P.",46
66,Advanced Wireless Services,161,AW-BEA067-B,Indianapolis IN-IL,12675000,SpectrumCo LLC,35,SpectrumCo LLC,35
66,Advanced Wireless Services,161,AW-BEA067-C,Indianapolis IN-IL,10352000,Cincinnati Bell Wireless LLC,39,Cincinnati Bell Wireless LLC,39
66,Advanced Wireless Services,161,AW-BEA068-B,Champaign-Urbana IL,650000,SpectrumCo LLC,78,SpectrumCo LLC,78
66,Advanced Wireless Services,161,AW-BEA068-C,Champaign-Urbana IL,289000,"Cavalier Wireless, LLC",62,"Cavalier Wireless, LLC",62
66,Advanced Wireless Services,161,AW-BEA069-B,Evansville-Henderson IN-KY-IL,1048000,SpectrumCo LLC,56,SpectrumCo LLC,56
66,Advanced Wireless Services,161,AW-BEA069-C,Evansville-Henderson IN-KY-IL,659000,"Cavalier Wireless, LLC",62,"Cavalier Wireless, LLC",62
66,Advanced Wireless Services,161,AW-BEA070-B,Louisville KY-IN,12301000,SpectrumCo LLC,51,SpectrumCo LLC,51
66,Advanced Wireless Services,161,AW-BEA070-C,Louisville KY-IN,5112000,"Cricket Licensee (Reauction), Inc.",60,"Cricket Licensee (Reauction), Inc.",60
66,Advanced Wireless Services,161,AW-BEA071-B,Nashville TN-KY,11896000,SpectrumCo LLC,36,SpectrumCo LLC,36
66,Advanced Wireless Services,161,AW-BEA071-C,Nashville TN-KY,8952000,"Cricket Licensee (Reauction), Inc.",49,"Cricket Licensee (Reauction), Inc.",49
66,Advanced Wireless Services,161,AW-BEA072-B,Paducah KY-IL,206000,SpectrumCo LLC,84,SpectrumCo LLC,84
66,Advanced Wireless Services,161,AW-BEA072-C,Paducah KY-IL,76000,AWS Wireless Inc.,78,AWS Wireless Inc.,78
66,Advanced Wireless Services,161,AW-BEA073-B,Memphis TN-AR-MS-KY,18878000,SpectrumCo LLC,68,SpectrumCo LLC,68
66,Advanced Wireless Services,161,AW-BEA073-C,Memphis TN-AR-MS-KY,16538000,"Cricket Licensee (Reauction), Inc.",69,"Cricket Licensee (Reauction), Inc.",69
66,Advanced Wireless Services,161,AW-BEA074-B,Huntsville AL-TN,3320000,SpectrumCo LLC,53,SpectrumCo LLC,53
66,Advanced Wireless Services,161,AW-BEA074-C,Huntsville AL-TN,2554000,"Cellular South Licenses, Inc.",79,"Cellular South Licenses, Inc.",79
66,Advanced Wireless Services,161,AW-BEA075-B,Tupelo MS-AL-TN,610000,SpectrumCo LLC,39,SpectrumCo LLC,39
66,Advanced Wireless Services,161,AW-BEA075-C,Tupelo MS-AL-TN,321000,AWS Wireless Inc.,59,AWS Wireless Inc.,59
66,Advanced Wireless Services,161,AW-BEA076-B,Greenville MS,297000,SpectrumCo LLC,82,SpectrumCo LLC,82
66,Advanced Wireless Services,161,AW-BEA076-C,Greenville MS,113000,AWS Wireless Inc.,40,AWS Wireless Inc.,40
66,Advanced Wireless Services,161,AW-BEA077-B,Jackson MS-AL-LA,4212000,SpectrumCo LLC,39,SpectrumCo LLC,39
66,Advanced Wireless Services,161,AW-BEA077-C,Jackson MS-AL-LA,3258000,"Cellular South Licenses, Inc.",53,"Cellular South Licenses, Inc.",53
66,Advanced Wireless Services,161,AW-BEA078-B,Birmingham AL,10761000,SpectrumCo LLC,85,SpectrumCo LLC,85
66,Advanced Wireless Services,161,AW-BEA078-C,Birmingham AL,7207000,"Cellular South Licenses, Inc.",87,"Cellular South Licenses, Inc.",87
66,Advanced Wireless Services,161,AW-BEA079-B,Montgomery AL,1029000,SpectrumCo LLC,37,SpectrumCo LLC,37
66,Advanced Wireless Services,161,AW-BEA079-C,Montgomery AL,782000,AWS Wireless Inc.,80,AWS Wireless Inc.,80
66,Advanced Wireless Services,161,AW-BEA080-B,Mobile AL,8646000,SpectrumCo LLC,80,SpectrumCo LLC,80
66,Advanced Wireless Services,161,AW-BEA080-C,Mobile AL,5531000,"Cellular South Licenses, Inc.",82,"Cellular South Licenses, Inc.",82
66,Advanced Wireless Services,161,AW-BEA081-B,Pensacola FL,3561000,SpectrumCo LLC,54,SpectrumCo LLC,54
66,Advanced Wireless Services,161,AW-BEA081-C,Pensacola FL,1460000,T-Mobile License LLC,84,T-Mobile License LLC,84
66,Advanced Wireless Services,161,AW-BEA082-B,Biloxi-Gulfport-Pascagoula MS,3264000,SpectrumCo LLC,72,SpectrumCo LLC,72
66,Advanced Wireless Services,161,AW-BEA082-C,Biloxi-Gulfport-Pascagoula MS,443000,"Cricket Licensee (Reauction), Inc.",82,"Cricket Licensee (Reauction), Inc.",82
66,Advanced Wireless Services,161,AW-BEA083-B,New Orleans LA-MS,6854000,SpectrumCo LLC,33,SpectrumCo LLC,33
66,Advanced Wireless Services,161,AW-BEA083-C,New Orleans LA-MS,3210000,AWS Wireless Inc.,31,AWS Wireless Inc.,31
66,Advanced Wireless Services,161,AW-BEA084-B,Baton Rouge LA-MS,2554000,SpectrumCo LLC,48,SpectrumCo LLC,48
66,Advanced Wireless Services,161,AW-BEA084-C,Baton Rouge LA-MS,2032000,"Cavalier Wireless, LLC",85,"Cavalier Wireless, LLC",85
66,Advanced Wireless Services,161,AW-BEA085-B,Lafayette LA,1710000,SpectrumCo LLC,42,SpectrumCo LLC,42
66,Advanced Wireless Services,161,AW-BEA085-C,Lafayette LA,647000,AWS Wireless Inc.,89,AWS Wireless Inc.,89
66,Advanced Wireless Services,161,AW-BEA086-B,Lake Charles LA,3594000,Cellco Partnership d/b/a Verizon Wireless,116,Cellco Partnership d/b/a Verizon Wireless,116
66,Advanced Wireless Services,161,AW-BEA086-C,Lake Charles LA,1320000,"Command Connect, LLC",86,"Command Connect, LLC",86
66,Advanced Wireless Services,161,AW-BEA087-B,Beaumont-Port Arthur TX,496000,SpectrumCo LLC,39,SpectrumCo LLC,39
66,Advanced Wireless Services,161,AW-BEA087-C,Beaumont-Port Arthur TX,595000,"Cricket Licensee (Reauction), Inc.",87,"Cricket Licensee (Reauction), Inc.",87
66,Advanced Wireless Services,161,AW-BEA088-B,Shreveport-Bossier City LA-AR,2875000,SpectrumCo LLC,118,SpectrumCo LLC,118
66,Advanced Wireless Services,161,AW-BEA088-C,Shreveport-Bossier City LA-AR,622000,"MetroPCS AWS, LLC",108,"MetroPCS AWS, LLC",108
66,Advanced Wireless Services,161,AW-BEA089-B,Monroe LA,1293000,SpectrumCo LLC,118,SpectrumCo LLC,118
66,Advanced Wireless Services,161,AW-BEA089-C,Monroe LA,147000,AWS Wireless Inc.,60,AWS Wireless Inc.,60
66,Advanced Wireless Services,161,AW-BEA090-B,Little Rock AR,4066000,SpectrumCo LLC,103,SpectrumCo LLC,103
66,Advanced Wireless Services,161,AW-BEA090-C,Little Rock AR,3069000,AWS Wireless Inc.,61,AWS Wireless Inc.,61
66,Advanced Wireless Services,161,AW-BEA091-B,Fort Smith AR-OK,369000,SpectrumCo LLC,34,SpectrumCo LLC,34
66,Advanced Wireless Services,161,AW-BEA091-C,Fort Smith AR-OK,356000,AWS Wireless Inc.,60,AWS Wireless Inc.,60
66,Advanced Wireless Services,161,AW-BEA092-B,Fayetteville AR-MO-OK,1361000,SpectrumCo LLC,68,SpectrumCo LLC,68
66,Advanced Wireless Services,161,AW-BEA092-C,Fayetteville AR-MO-OK,580000,AWS Wireless Inc.,60,AWS Wireless Inc.,60
66,Advanced Wireless Services,161,AW-BEA093-B,Joplin MO-KS-OK,315000,SpectrumCo LLC,38,SpectrumCo LLC,38
66,Advanced Wireless Services,161,AW-BEA093-C,Joplin MO-KS-OK,147000,American Cellular Corporation,58,American Cellular Corporation,58
66,Advanced Wireless Services,161,AW-BEA094-B,Springfield MO,1129000,SpectrumCo LLC,39,SpectrumCo LLC,39
66,Advanced Wireless Services,161,AW-BEA094-C,Springfield MO,604000,T-Mobile License LLC,88,T-Mobile License LLC,88
66,Advanced Wireless Services,161,AW-BEA095-B,Jonesboro AR-MO,191000,SpectrumCo LLC,38,SpectrumCo LLC,38
66,Advanced Wireless Services,161,AW-BEA095-C,Jonesboro AR-MO,197000,AWS Wireless Inc.,43,AWS Wireless Inc.,43
66,Advanced Wireless Services,161,AW-BEA096-B,St. Louis MO-IL,31331000,"Barat Wireless, L.P.",53,"Barat Wireless, L.P.",53
66,Advanced Wireless Services,161,AW-BEA096-C,St. Louis MO-IL,11229000,Daredevil Communications LLC,63,Daredevil Communications LLC,63
66,Advanced Wireless Services,161,AW-BEA097-B,Springfield IL-MO,705000,SpectrumCo LLC,78,SpectrumCo LLC,78
66,Advanced Wireless Services,161,AW-BEA097-C,Springfield IL-MO,300000,"Cavalier Wireless, LLC",138,"Cavalier Wireless, LLC",138
66,Advanced Wireless Services,161,AW-BEA098-B,Columbia MO,432000,SpectrumCo LLC,103,SpectrumCo LLC,103
66,Advanced Wireless Services,161,AW-BEA098-C,Columbia MO,184000,"Cavalier Wireless, LLC",138,"Cavalier Wireless, LLC",138
66,Advanced Wireless Services,161,AW-BEA099-B,Kansas City MO-KS,23778000,SpectrumCo LLC,54,SpectrumCo LLC,54
66,Advanced Wireless Services,161,AW-BEA099-C,Kansas City MO-KS,10858000,"Cingular AWS, LLC",43,"Cingular AWS, LLC",43
66,Advanced Wireless Services,161,AW-BEA100-B,Des Moines IA-IL-MO,9657000,SpectrumCo LLC,43,SpectrumCo LLC,43
66,Advanced Wireless Services,161,AW-BEA100-C,Des Moines IA-IL-MO,5754000,T-Mobile License LLC,85,T-Mobile License LLC,85
66,Advanced Wireless Services,161,AW-BEA101-B,Peoria-Pekin IL,515000,SpectrumCo LLC,76,SpectrumCo LLC,76
66,Advanced Wireless Services,161,AW-BEA101-C,Peoria-Pekin IL,228000,Daredevil Communications LLC,43,Daredevil Communications LLC,43
66,Advanced Wireless Services,161,AW-BEA102-B,Davenport-Moline IA-IL,1394000,SpectrumCo LLC,48,SpectrumCo LLC,48
66,Advanced Wireless Services,161,AW-BEA102-C,Davenport-Moline IA-IL,1193000,T-Mobile License LLC,89,T-Mobile License LLC,89
66,Advanced Wireless Services,161,AW-BEA103-B,Cedar Rapids IA,1495000,"Barat Wireless, L.P.",102,"Barat Wireless, L.P.",102
66,Advanced Wireless Services,161,AW-BEA103-C,Cedar Rapids IA,1359000,T-Mobile License LLC,105,T-Mobile License LLC,105
66,Advanced Wireless Services,161,AW-BEA104-B,Madison WI-IL-IA,1388000,"Barat Wireless, L.P.",34,"Barat Wireless, L.P.",34
66,Advanced Wireless Services,161,AW-BEA104-C,Madison WI-IL-IA,486000,T-Mobile License LLC,37,T-Mobile License LLC,37
66,Advanced Wireless Services,161,AW-BEA105-B,La Crosse WI-MN,1114000,"Barat Wireless, L.P.",105,"Barat Wireless, L.P.",105
66,Advanced Wireless Services,161,AW-BEA105-C,La Crosse WI-MN,207000,"NSIGHTTEL WIRELESS, LLC",118,"NSIGHTTEL WIRELESS, LLC",118
66,Advanced Wireless Services,161,AW-BEA106-B,Rochester MN-IA-WI,308000,SpectrumCo LLC,34,SpectrumCo LLC,34
66,Advanced Wireless Services,161,AW-BEA106-C,Rochester MN-IA-WI,414000,"NEIT Wireless, LLC",104,"NEIT Wireless, LLC",104
66,Advanced Wireless Services,161,AW-BEA107-B,Minneapolis-St. Paul MN-WI-IA,41813000,SpectrumCo LLC,45,SpectrumCo LLC,45
66,Advanced Wireless Services,161,AW-BEA107-C,Minneapolis-St. Paul MN-WI-IA,29996000,"Cingular AWS, LLC",57,"Cingular AWS, LLC",57
66,Advanced Wireless Services,161,AW-BEA108-B,Wausau WI,0,FCC,0,FCC,0
66,Advanced Wireless Services,161,AW-BEA108-C,Wausau WI,2289000,"Cingular AWS, LLC",51,"Cingular AWS, LLC",51
66,Advanced Wireless Services,161,AW-BEA109-B,Duluth-Superior MN-WI,1293000,American Cellular Corporation,57,American Cellular Corporation,57
66,Advanced Wireless Services,161,AW-BEA109-C,Duluth-Superior MN-WI,566000,"Cingular AWS, LLC",49,"Cingular AWS, LLC",49
66,Advanced Wireless Services,161,AW-BEA110-B,Grand Forks ND-MN,369000,"Cingular AWS, LLC",32,"Cingular AWS, LLC",32
66,Advanced Wireless Services,161,AW-BEA110-C,Grand Forks ND-MN,89000,"LL License Holdings II, LLC",7,"LL License Holdings II, LLC",7
66,Advanced Wireless Services,161,AW-BEA111-B,Minot ND,173000,"MTPCS License Co., LLC",41,"MTPCS License Co., LLC",41
66,Advanced Wireless Services,161,AW-BEA111-C,Minot ND,36000,"Red Rock Spectrum Holdings, LLC",129,"Red Rock Spectrum Holdings, LLC",129
66,Advanced Wireless Services,161,AW-BEA112-B,Bismarck ND-MT-SD,535000,"MTPCS License Co., LLC",41,"MTPCS License Co., LLC",41
